0	0	0 	0	0	0	0	0	0	0
1	1	42	42	42	43	43	43	44	44
2	2	45	45	45	46	46	46	47	47
3	3	3	3	3	3	3	3	3	3
4	4	4	4	4	4	4	4	4	4
5	5	5	5	5	5	5	5	5	5
6	6	6	6	6	6	6	6	6	6
7	7	48	48	48	49	49	49	50	50
8	8	8	8	8	8	8	8	8	8
9	9	9	9	9	9	9	9	9	9
10	10	10	10	10	10	10	10	10	10
11	11	11	11	11	11	11	11	11	11
12	12	12	12	12	12	12	12	12	12
13	13	54	54	54	55	55	55	56	56
14	14	14	14	14	14	14	14	14	14
15	15	15	15	15	15	15	15	15	15
16	16	16	16	16	16	16	16	16	16
17	17	17	17	17	17	17	17	17	17
18	18	18	18	18	18	18	18	18	18
19	19	19	19	19	19	19	19	19	19
20	20	20	20	20	20	20	20	20	20
21	21	51	51	51	52	52	52	53	53
22	22	57	57	57	58	59	59	59	59
23	23	60	60	60	61	61	61	62	62
24	24	25	25	25	26	27	27	27	27
25	0	0	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0	0	0
28	28	28	28	28	28	28	28	28	28
29	0	0	0	0	0	0	0	0	0
30      30	30	30	30	30	30	30	30	30
31	31	31	31	31	31	31	31	31	31
32	32	32	32	32	32	32	32	32	32
33	33	33	33	33	33	33	33	33	33
34	34	34	34	34	34	34	34	34	34
35	35	35	35	35	35	35	35	35	35
36	0	0	0	0	0	0	0	0	0
37	0	0	0	0	0	0	0	0	0
38	0	0	0	0	0	0	0	0	0
39	0	0	0	0	0	0	0	0	0
40	0	0	0	0	0	0	0	0	0
41	41	41	41	41	41	41	41	41	41
42	0	0	0	0	0	0	0	0	0
43	0	0	0	0	0	0	0	0	0
44	0	0	0	0	0	0	0	0	0
45	0	0	0	0	0	0	0	0	0
46	0	0	0	0	0	0	0	0	0
47	0	0	0	0	0	0	0	0	0
48	0	0	0	0	0	0	0	0	0
49	0	0	0	0	0	0	0	0	0
50	0	0	0	0	0	0	0	0	0
51	0	0	0	0	0	0	0	0	0
52	0	0	0	0	0	0	0	0	0
53	0	0	0	0	0	0	0	0	0
54	0	0	0	0	0	0	0	0	0
55	0	0	0	0	0	0	0	0	0
56	0	0	0	0	0	0	0	0	0
57	0	0	0	0	0	0	0	0	0
58	0	0	0	0	0	0	0	0	0
59	0	0	0	0	0	0	0	0	0
60	0	0	0	0	0	0	0	0	0
61	0	0	0	0	0	0	0	0	0
62	0	0	0	0	0	0	0	0	0
63	0	0	0	0	0	0	0	0	0
64	0	0	0	0	0	0	0	0	0
65	0	0	0	0	0	0	0	0	0
66	66	67	67	67	68	69	69	69	69
67	0	0	0	0	0	0	0	0	0
68	0	0	0	0	0	0	0	0	0
69	0	0	0	0	0	0	0	0	0
70	70	71	71	71	72	73	73	73	73
71	0	0	0	0	0	0	0	0	0
72	0	0	0	0	0	0	0	0	0
73	0	0	0	0	0	0	0	0	0
74	74	75	75	75	76	77	77	77	77
75	0	0	0	0	0	0	0	0	0
76	0	0	0	0	0	0	0	0	0
77	0	0	0	0	0	0	0	0	0
78	78	79	79	79	80	80	80	81	81
79	0	0	0	0	0	0	0	0	0
80	0	0	0	0	0	0	0	0	0
81	0	0	0	0	0	0	0	0	0
82	82	83	83	83	84	84	84	85	85
83	0	0	0	0	0	0	0	0	0
84	0	0	0	0	0	0	0	0	0
85	0	0	0	0	0	0	0	0	0
86	86	87	87	87	88	88	88	89	89
87	0	0	0	0	0	0	0	0	0
88	0	0	0	0	0	0	0	0	0
89	0	0	0	0	0	0	0	0	0
90	90	91	91	91	92	92	92	93	93
91	0	0	0	0	0	0	0	0	0
92	0	0	0	0	0	0	0	0	0
93	0	0	0	0	0	0	0	0	0
94	94	95	95	95	96	96	96	97	97
95	0	0	0	0	0	0	0	0	0
96	0	0	0	0	0	0	0	0	0
97	0	0	0	0	0	0	0	0	0
98	98	99	99	99	100	100	100	101	101
99	0	0	0	0	0	0	0	0	0
100	0	0	0	0	0	0	0	0	0
101	0	0	0	0	0	0	0	0	0
102	102	103	103	103	104	104	104	105	105
103	0	0	0	0	0	0	0	0	0
104	0	0	0	0	0	0	0	0	0
105	0	0	0	0	0	0	0	0	0
106	106	107	107	107	108	108	108	109	109
107	0	0	0	0	0	0	0	0	0
108	0	0	0	0	0	0	0	0	0
109	0	0	0	0	0	0	0	0	0
110	110	110	110	110	110	110	110	110	110
111	111	111	111	111	111	111	111	111	111
112	112	113	113	113	114	115	115	115	115
113	0	0	0	0	0	0	0	0	0
114	0	0	0	0	0	0	0	0	0
115	0	0	0	0	0	0	0	0	0
116	0	0	0	0	0	0	0	0	0
117	0	0	0	0	0	0	0	0	0
118	0	0	0	0	0	0	0	0	0
119	0	0	0	0	0	0	0	0	0
120	120	120	120	120	120	120	120	120	120
121	121	121	121	121	121	121	121	121	121
122	122	122	122	122	122	122	122	122	122
123	123	123	123	123	123	123	123	123	123
124	124	124	124	124	124	124	124	124	124
125	125	125	125	125	125	125	125	125	125
126	126	126	126	126	126	126	126	126	126
127	127	128	128	128	129	129	129	130	130	
128	0	0	0	0	0	0	0	0	0
129	0	0	0	0	0	0	0	0	0
130	0	0	0	0	0	0	0	0	0
131	131	132	132	132	133	134	134	134	134
132	0	0	0	0	0	0	0	0	0
133	0	0	0	0	0	0	0	0	0
134	0	0	0	0	0	0	0	0	0
135	135	136	136	136	137	137	137	138	138
136	0	0	0	0	0	0	0	0	0
137	0	0	0	0	0	0	0	0	0
138	0	0	0	0	0	0	0	0	0
139	139	139	139	139	139	139	139	139	139
140	140	140	140	140	140	140	140	140	140
141	141	141	141	141	141	141	141	141	141
142	0	0	0	0	0	0	0	0	0
143	143	143	143	143	143	143	143	143	143
144	144	144	144	144	144	144	144	144	144
145	145	145	145	145	145	145	145	145	145
146	146	146	146	146	146	146	146	146	146
147	147	148	148	148	149	150	150	150	150
148	0	0	0	0	0	0	0	0	0
149	0	0	0	0	0	0	0	0	0
150	0	0	0	0	0	0	0	0	0
151	151	152	152	152	153	153	153	154	154
152	0	0	0	0	0	0	0	0	0
153	0	0	0	0	0	0	0	0	0
154	0	0	0	0	0	0	0	0	0
155	155	156	156	156	157	157	157	158	158
156	0	0	0	0	0	0	0	0	0
157	0	0	0	0	0	0	0	0	0
158	0	0	0	0	0	0	0	0	0
159	159	159	159	159	159	159	159	159	159
160	160	160	160	160	160	160	160	160	160
161	0	0	0	0	0	0	0	0	0
162	0	0	0	0	0	0	0	0	0
163	0	0	0	0	0	0	0	0	0
164	0	0	0	0	0	0	0	0	0
165	0	0	0	0	0	0	0	0	0
166	0	0	0	0	0	0	0	0	0
167	0	0	0	0	0	0	0	0	0
168	0	0	0	0	0	0	0	0	0
169	169	170	170	170	171	172	172	172	172
170	0	0	0	0	0	0	0	0	0
171	0	0	0	0	0	0	0	0	0
172	0	0	0	0	0	0	0	0	0
173	0	0	0	0	0	0	0	0	0
174	174	175	175	175	176	177	177	177	177
175	0	0	0	0	0	0	0	0	0
176	0	0	0	0	0	0	0	0	0
177	0	0	0	0	0	0	0	0	0
178	0	0	0	0	0	0	0	0	0
179	179	180	180	180	181	182	182	182	182
180	0	0	0	0	0	0	0	0	0
181	0	0	0	0	0	0	0	0	0
182	0	0	0	0	0	0	0	0	0
183	0	0	0	0	0	0	0	0	0
184	184	185	185	185	186	186	186	187	187
185	0	0	0	0	0	0	0	0	0
186	0	0	0	0	0	0	0	0	0
187	0	0	0	0	0	0	0	0	0
188	0	0	0	0	0	0	0	0	0
189	189	190	190	190	191	192	192	192	192
190	0	0	0	0	0	0	0	0	0
191	0	0	0	0	0	0	0	0	0
192	0	0	0	0	0	0	0	0	0
193	0	0	0	0	0	0	0	0	0
194	194	195	195	195	196	197	197	197	197
195	0	0	0	0	0	0	0	0	0
196	0	0	0	0	0	0	0	0	0
197	0	0	0	0	0	0	0	0	0
198	0	0	0	0	0	0	0	0	0
199	199	200	200	200	201	201	201	202	202
200	0	0	0	0	0	0	0	0	0
201	0	0	0	0	0	0	0	0	0
202	0	0	0	0	0	0	0	0	0
203	0	0	0	0	0	0	0	0	0
204	203	205	205	205	206	206	206	207	207
205	0	0	0	0	0	0	0	0	0
206	0	0	0	0	0	0	0	0	0
207	0	0	0	0	0	0	0	0	0
208	208	209	209	209	210	210	210	211	211
209	0	0	0	0	0	0	0	0	0
210	0	0	0	0	0	0	0	0	0
211	0	0	0	0	0	0	0	0	0
212	0	0	0	0	0	0	0	0	0
213	213	213	213	213	213	213	213	213	213
214	214	214	214	214	214	214	214	214	214
215	215	215	215	215	215	215	215	215	215
216	216	216	216	216	216	216	216	216	216
217	217	217	217	217	217	217	217	217	217
218	218	218	218	218	218	218	218	218	218
219	219	219	219	219	219	219	219	219	219
220	220	221	221	221	222	223	223	223	223
221	0	0	0	0	0	0	0	0	0
222	0	0	0	0	0	0	0	0	0
223	0	0	0	0	0	0	0	0	0
224	224	225	225	225	226	227	227	227	227
225	0	0	0	0	0	0	0	0	0
226	0	0	0	0	0	0	0	0	0
227	0	0	0	0	0	0	0	0	0
228	228	229	229	229	230	231	231	231	231
229	0	0	0	0	0	0	0	0	0
230	0	0	0	0	0	0	0	0	0
231	0	0	0	0	0	0	0	0	0
232	232	233	233	233	234	235	235	235	235
233	0	0	0	0	0	0	0	0	0
234	0	0	0	0	0	0	0	0	0
235	0	0	0	0	0	0	0	0	0
236	236	237	237	237	238	239	239	239	239
237	0	0	0	0	0	0	0	0	0
238	0	0	0	0	0	0	0	0	0
239	0	0	0	0	0	0	0	0	0
240	240	241	241	241	242	243	243	243	243
241	0	0	0	0	0	0	0	0	0
242	0	0	0	0	0	0	0	0	0
243	0	0	0	0	0	0	0	0	0
244	244	245	245	245	246	247	247	247	247
245	0	0	0	0	0	0	0	0	0
246	0	0	0	0	0	0	0	0	0
247	0	0	0	0	0	0	0	0	0
248	248	249	249	249	250	251	251	251	251
249	0	0	0	0	0	0	0	0	0
250	0	0	0	0	0	0	0	0	0
251	0	0	0	0	0	0	0	0	0
252	252	253	253	253	254	255	255	255	255
253	0	0	0	0	0	0	0	0	0
254	0	0	0	0	0	0	0	0	0
255	0	0	0	0	0	0	0	0	0
256	256	257	257	257	258	259	259	259	259
257	0	0	0	0	0	0	0	0	0
258	0	0	0	0	0	0	0	0	0
259	0	0	0	0	0	0	0	0	0
260	260	260	260	260	260	260	260	260	260
261	261	261	261	261	261	261	261	261	261
262	262	262	262	262	262	262	262	262	262
263	263	263	263	263	263	263	263	263	263
264	264	264	264	264	264	264	264	264	264
265	265	266	266	266	267	268	268	268	268
266	0	0	0	0	0	0	0	0	0
267	0	0	0	0	0	0	0	0	0
268	0	0	0	0	0	0	0	0	0
269	269	270	270	270	271	272	272	272	272
270	0	0	0	0	0	0	0	0	0
271	0	0	0	0	0	0	0	0	0
272	0	0	0	0	0	0	0	0	0
273	273	274	274	274	275	276	276	276	276
274	0	0	0	0	0	0	0	0	0
275	0	0	0	0	0	0	0	0	0
276	0	0	0	0	0	0	0	0	0
277	277	278	278	278	279	280	280	280	280
278	0	0	0	0	0	0	0	0	0
279	0	0	0	0	0	0	0	0	0
280	0	0	0	0	0	0	0	0	0
281	281	282	282	282	283	284	284	284	284
282	0	0	0	0	0	0	0	0	0
283	0	0	0	0	0	0	0	0	0
284	0	0	0	0	0	0	0	0	0
285	285	286	286	286	287	288	288	288	288
286	0	0	0	0	0	0	0	0	0
287	0	0	0	0	0	0	0	0	0
288	0	0	0	0	0	0	0	0	0
289	289	289	289	289	289	289	289	289	289
290	290	290	290	290	290	290	290	290	290
291	291	291	291	291	291	291	291	291	291
292	292	293	293	293	294	295	295	295	295
293	0	0	0	0	0	0	0	0	0
294	0	0	0	0	0	0	0	0	0
295	0	0	0	0	0	0	0	0	0
296	296	296	296	296	296	296	296	296	296
297	297	297	297	297	297	297	297	297	297	
298	298	298	298	298	298	298	298	298	298
299	299	299	299	299	299	299	299	299	299
300	300	300	300	300	300	300	300	300	300
301	301	301	301	301	301	301	301	301	301
